UPC_Code,SKU,Name,Stock_WA,Stock_NJ,ETA_WA,ETA_NJ,Remove
840026419710,YJ-1016-29,TERRA CONDO NOOK MODULAR SECTIONAL LIVESMART FABRIC LIGHT GREY,0,0,07/15/2021,11/16/2021,
840026419680,YJ-1017-05,TERRA CONDO CLASSIC L MODULAR SECTIONAL LIVESMART FABRIC CREAM,0,0,05/31/2021,06/07/2021,
840026419727,YJ-1017-29,TERRA CONDO CLASSIC L MODULAR SECTIONAL LIVESMART FABRIC LIGHT GREY,0,0,07/15/2021,11/16/2021,
840026419697,YJ-1018-05,TERRA CONDO DREAM MODULAR SECTIONAL LIVESMART FABRIC CREAM,0,0,05/31/2021,06/07/2021,
840026419734,YJ-1018-29,TERRA CONDO DREAM MODULAR SECTIONAL LIVESMART FABRIC LIGHT GREY,0,0,07/15/2021,11/16/2021,
840026424790,YM-1001-26,BURTON FABRIC DINING CHAIR LIGHT GREY-M2,0,0,04/10/2021,,
840026424806,YM-1002-26,BURTON PU DINING CHAIR GREY -M2,0,0,04/10/2021,,
840026424813,YM-1003-29,NORA FABRIC DINING CHAIR WHITE-M2,0,0,04/10/2021,,
840026424820,YM-1004-29,NORA PU DINING CHAIR BLACK-M2,0,0,05/30/2021,,
840026424837,YM-1005-15,KAZU BENCH LIGHT GREY,0,0,04/10/2021,,
849043092357,YO-1001-45,BRUNSWICK ACCENT CHAIR,0,0,,,Remove
849043039734,YU-1002-29,NEVADA VASE COFFEE,0,0,,,Remove
849043054362,YU-1007-18,SEAFARER VASE PEARL WHITE,0,0,,,Remove
849043054386,YU-1009-15,PEPPI BOTTLE VASE GREY,0,0,,,Remove
849043054393,YU-1010-15,BARLOW VASES SET OF 2 WHITE AND GREY,0,0,,,Remove
849043074698,YU-1014-19,TEARDROP VASE BLUE,0,0,06/24/2021,,
849043074704,YU-1015-19,NIX VASE BLUE,0,0,06/24/2021,,
849043075794,YU-1017-19,ORBITAL VASE,0,0,,,Remove
849043075800,YU-1018-19,GENIE VASE,48,0,,,
849043075817,YU-1019-28,BLOSSOM VASE,0,0,06/24/2021,,
849043075947,YU-1020-28,DROPLETTE VASE,13,0,06/24/2021,,
840026404211,YU-1021-02,PONTIL VASE,7,0,,,
840026404228,YU-1022-02,LITTLETON VASE,26,0,,,
840026404235,YU-1023-26,BEAUFORT VASE,13,0,07/10/2021,,
840026404242,YU-1024-15,RHINEBECK VASE,38,0,07/10/2021,,
840026404259,YU-1025-19,SITKA VASE,0,0,,,Remove
840026404266,YU-1026-19,GALENA VASE,22,0,,,
840026404273,YU-1027-45,MILFORD VASE,0,0,03/29/2021,,
840026404280,YU-1028-45,LANGLEY VASE,21,0,,,
849043062695,YZ-1001-03,GIANT CRAB,0,0,,,Remove
849043062701,YZ-1002-01,IRON RHINOCEROS,32,0,,,
849043062718,YZ-1003-01,IRON HIPPOPOTAMUS,23,0,,,
849043084178,YZ-1005-24,WOODEN PIGLET,0,0,,,Remove
849043084185,YZ-1006-24,WOODEN DOG HEAD,0,0,,,Remove
849043084222,YZ-1010-24,WOODEN WISE OWL,0,0,,,Remove
849043029407,ZG-1038-37,VINTAGE AUTO WALL DÉCOR,0,0,,,Remove
849043003346,ZM-1001-02,OMEGA SWIVEL OFFICE CHAIR HIGH BACK BLACK,26,0,,06/07/2021,
849043003353,ZM-1001-18,OMEGA SWIVEL OFFICE CHAIR HIGH BACK WHITE,0,0,,06/07/2021,
849043003360,ZM-1001-29,OMEGA SWIVEL OFFICE CHAIR HIGH BACK GREY,21,29,,,
840026431262,ZM-1001-40,OMEGA SWIVEL OFFICE CHAIR HIGH BACK TAN,9,0,,,
849043003377,ZM-1002-02,OMEGA SWIVEL OFFICE CHAIR LOW BACK BLACK,104,0,,06/07/2021,
849043003384,ZM-1002-18,OMEGA SWIVEL OFFICE CHAIR LOW BACK WHITE,90,1,,,
849043003391,ZM-1002-29,OMEGA SWIVEL OFFICE CHAIR LOW BACK GREY,88,0,,06/07/2021,
840026431286,ZM-1002-40,OMEGA SWIVEL OFFICE CHAIR LOW BACK TAN,50,0,,,
840026415743,ZT-1024-16,ADELINE ACCENT CHAIR GREEN,5,0,,,
840026415750,ZT-1024-26,ADELINE ACCENT CHAIR BLUE,0,0,,,Remove
840026415781,ZT-1026-15,KATIE BENCH BLUE NRP,0,0,07/30/2021,08/16/2021,
840026415798,ZT-1026-27,KATIE BENCH DARK GREEN,0,0,08/06/2021,08/16/2021,
840026417976,ZT-1028-25,ASHCROFT NIGHTSTAND,0,0,08/06/2021,08/16/2021,
840026417983,ZT-1029-25,ASHCROFT DRESSER,0,0,07/30/2021,08/30/2021,
840026417990,ZT-1030-25,ASHCROFT QUEEN BED,21,2,09/23/2021,,
840026418003,ZT-1031-25,ASHCROFT KING BED,0,0,08/03/2021,08/16/2021,
849043069304,ZY-1001-01,SIMONE MIRROR,66,0,07/05/2021,,
849043069311,ZY-1002-01,FITZROY MIRROR,48,0,06/09/2021,05/05/2021,
849043069328,ZY-1003-01,VANISHING MAN SCULPTURE,0,0,,,Remove
849043069359,ZY-1006-26,FOREVER SCULPTURE,6,0,06/09/2021,05/05/2021,
849043069366,ZY-1007-01,WINCHESTER MIRROR LARGE,19,0,06/09/2021,05/05/2021,
849043069373,ZY-1008-01,WINCHESTER MIRROR SMALL,27,0,07/05/2021,,
849043069380,ZY-1009-01,CATE TALL MIRROR,36,0,06/09/2021,05/05/2021,
849043069397,ZY-1010-37,CROSS SECTION TABLES SET OF 2,9,0,06/09/2021,05/05/2021,
849043069403,ZY-1011-37,ANNI CONSOLE TABLES SET OF 2,0,0,,,Remove
849043069410,ZY-1012-01,BRAHMAN SCULPTURE,13,0,06/09/2021,05/05/2021,
849043069427,ZY-1013-26,COBALT SCULPTURE,0,0,,,Remove
849043069441,ZY-1015-31,HEREFORD MIRROR,19,0,06/09/2021,05/05/2021,
849043069458,ZY-1016-26,KENNEDY BOWL-M2,26,0,06/09/2021,05/05/2021,
849043069465,ZY-1017-01,GALLOWAY BOWL,0,0,,,Remove
849043069472,ZY-1018-01,MANDORLA SCULPTURE,91,0,06/09/2021,05/05/2021,
849043075480,ZY-1021-31,RITA COFFEE TABLE,0,0,,,Remove
849043075497,ZY-1022-51,CALLIE COFFEE TABLE,20,0,06/09/2021,05/05/2021,
849043075503,ZY-1023-51,IMPRESSIONIST HORSE SCULPTURE,0,0,,,Remove
849043075510,ZY-1024-51,IMPRESSIONIST DONKEY SCULPTURE,0,0,,,Remove
849043075527,ZY-1025-51,BRONZE FIST SCULPTURE,198,0,06/09/2021,05/05/2021,
849043075534,ZY-1026-54,OK SCULPTURE,54,7,,,
849043075541,ZY-1027-51,TRIPLO ACCENT TABLE,8,0,,,
849043075558,ZY-1028-51,KAMPAS COFFEE TABLE,14,0,,,
840026414630,ZY-1029-02,NICKO COFFEE TABLE,16,0,06/09/2021,05/05/2021,
840026414647,ZY-1030-25,FRANZ MIRROR,24,0,06/09/2021,05/05/2021,
840026414654,ZY-1031-51,TAHOE MIRROR,44,0,06/09/2021,05/05/2021,
